step,reward,loss,rev_kl,grad_norm,off_pol,tps
490,0.4924,-6.5578,0.654,23.883,0.0053,248
491,0.4998,-4.0981,0.435,17.875,0.013,355
492,0.4964,-4.7191,0.4724,19.18,0.0035,304
493,0.4902,-3.9513,0.3759,15.516,0.0242,263
494,0.4979,-5.4912,0.538,20.945,0.0083,250
495,0.4862,-5.3741,0.5577,17.531,0.0019,331
496,0.4902,-4.8633,0.506,19.039,0.0138,424
497,0.4958,-4.5374,0.4577,18.281,0.0126,287
498,0.4865,-4.2866,0.4429,18.828,0.0025,276
499,0.4746,-5.3434,0.5293,20.828,0.0013,371
500,0.4937,-4.9104,0.4838,19.578,0.0039,268
