step,reward,loss,rev_kl,grad_norm,off_pol,tps
356,0.4796,-1.5349,0.2366,8.344,0.0037,201
357,0.4775,-1.6108,0.2252,7.898,0.0007,235
358,0.4634,-1.5461,0.2091,8.965,0.0007,286
359,0.4934,-1.3323,0.1801,7.496,0.0013,307
360,0.51,-2.147,0.3094,10.195,0.0005,545
361,0.4959,-1.874,0.2595,10.996,0.0031,282
362,0.4673,-0.8023,0.1229,8.547,0.0025,267
363,0.4471,-1.2889,0.1862,10.938,0.0108,283
364,0.5019,-1.9468,0.2746,10.105,0.002,367
365,0.4931,-1.6632,0.2372,8.949,0.0009,236
366,0.4559,-1.515,0.2301,7.039,0.0005,385
367,0.4817,-1.8085,0.2671,7.98,0.0003,312
368,0.4856,-1.413,0.2081,8.172,0.0005,314
369,0.4859,-1.9711,0.2781,10.492,0.0004,252
370,0.4959,-2.0388,0.2859,10.148,0.0004,290
371,0.4778,-1.0516,0.1483,6.824,0.0017,260
372,0.4705,-1.3006,0.1817,12.59,0.0027,274
373,0.4816,-1.6164,0.2346,8.184,0.0008,219
374,0.508,-2.311,0.3184,10.375,0.0004,492
375,0.4951,-1.408,0.1971,8.391,0.0012,214
376,0.4988,-1.2754,0.1874,8.352,0.0032,322
377,0.3972,-1.1054,0.1689,10.508,0.02,302
378,0.5173,-2.0408,0.2904,9.566,0.0009,270
379,0.4959,-1.9784,0.2705,10.047,0.0016,228
380,0.504,-1.2808,0.1827,7.184,0.0044,347
381,0.4796,-1.2611,0.1856,11.48,0.0027,225
382,0.4679,-1.6715,0.229,9.09,0.0025,334
383,0.4437,-0.8996,0.1468,5.848,0.0011,343
384,0.4658,-0.684,0.0844,5.432,0.014,264
385,0.4473,-1.4737,0.2166,10.723,0.0022,270
386,0.49,-1.8265,0.2662,9.91,0.0025,218
387,0.5195,-1.7738,0.2594,9.438,0.001,354
388,0.4998,-1.8654,0.2654,9.629,0.0011,305
389,0.3991,-1.2507,0.187,14.555,0.0143,288
390,0.4995,-0.646,0.0995,5.691,0.0041,247
391,0.4959,-2.3489,0.3332,11.648,0.0022,263
392,0.5032,-1.7406,0.2549,9.207,0.0006,235
393,0.5005,-1.5958,0.2246,7.832,0.0004,363
394,0.4534,-1.0833,0.1664,11.297,0.0044,285
395,0.4674,-1.0745,0.1477,7.812,0.0034,251
396,0.4817,-1.6479,0.2217,8.422,0.0063,265
397,0.4858,-1.6467,0.2473,8.422,0.0029,225
398,0.4799,-1.702,0.2489,7.949,0.0016,303
399,0.3502,-0.6829,0.094,7.484,0.0023,462
400,0.451,-1.2374,0.1874,9.156,0.0044,371
401,0.4817,-1.6572,0.2387,10.512,0.0029,216
402,0.4898,-1.9919,0.2761,9.664,0.001,192
403,0.4265,-1.118,0.165,11.156,0.002,286
404,0.3803,-0.768,0.1112,6.369,0.0521,368
405,0.4972,-2.01,0.292,9.637,0.0034,245
406,0.4757,-1.1473,0.1704,7.91,0.0095,213
407,0.4559,-1.1203,0.1554,8.32,0.0024,227
408,0.378,-0.9691,0.1494,10.727,0.0095,347
409,0.511,-1.3107,0.1875,8.566,0.0248,289
410,0.5079,-1.9075,0.2673,9.906,0.0077,368
411,0.4214,-1.8064,0.2491,12.0,0.0012,238
412,0.4817,-1.3498,0.1933,8.355,0.0082,300
413,0.4811,-1.4483,0.1886,8.164,0.0011,231
414,0.4501,-1.3777,0.2073,13.5,0.0147,395
415,0.4712,-0.9989,0.1329,9.645,0.0058,214
416,0.4694,-1.0442,0.143,6.121,0.001,325
417,0.4937,-1.5945,0.2286,9.293,0.0017,255
418,0.4923,-1.5477,0.2193,8.738,0.0019,295
419,0.4494,-1.0275,0.1388,7.594,0.0007,294
420,0.4396,-1.2081,0.1738,11.336,0.0021,265
421,0.5048,-0.92,0.119,6.746,0.0009,244
422,0.4799,-1.7614,0.2405,9.766,0.0007,266
423,0.4795,-1.6856,0.2321,9.223,0.0017,232
