step,reward,loss,rev_kl,grad_norm,off_pol,tps
344,0.4832,-5.0653,0.5362,19.82,0.0248,352
345,0.4782,-5.1428,0.5359,17.602,0.0073,346
346,0.4682,-4.9143,0.5013,15.398,0.0017,272
347,0.4685,-4.3185,0.4591,14.805,0.0042,308
348,0.4434,-3.6819,0.3994,14.219,0.0103,307
349,0.4967,-4.9801,0.5435,17.484,0.0079,256
350,0.4745,-5.0754,0.5383,17.133,0.0022,318
351,0.4706,-4.9204,0.4992,19.102,0.0043,287
352,0.4784,-4.5115,0.4545,16.148,0.0036,302
353,0.5275,-5.1524,0.5167,16.461,0.0265,340
354,0.478,-5.0363,0.5155,19.672,0.0021,339
355,0.4921,-5.151,0.5226,17.609,0.0157,318
356,0.4952,-5.6388,0.5615,18.367,0.0046,243
357,0.4754,-3.8065,0.4187,14.0,0.0115,312
358,0.4584,-3.9064,0.4117,14.75,0.0185,371
359,0.5461,-4.7301,0.4881,16.82,0.0014,310
360,0.487,-4.0201,0.4347,14.188,0.0072,276
361,0.5026,-4.0565,0.4429,14.727,0.0033,341
362,0.5245,-4.1364,0.4409,15.695,0.0142,284
363,0.4983,-4.3892,0.4657,14.922,0.0063,317
364,0.4808,-5.3471,0.5372,17.375,0.0063,313
365,0.4969,-4.371,0.4304,14.93,0.0037,350
366,0.4948,-4.8339,0.5275,17.016,0.0034,295
367,0.4907,-4.5669,0.4727,17.0,0.0184,313
368,0.4791,-4.6194,0.4765,15.906,0.0092,275
369,0.483,-6.0752,0.6137,18.211,0.0023,384
370,0.4759,-3.807,0.3895,13.297,0.0027,272
371,0.4861,-4.3994,0.4656,13.945,0.0025,283
372,0.4697,-4.9794,0.5183,15.781,0.007,303
373,0.4809,-5.0342,0.5088,19.406,0.0071,307
374,0.482,-5.3103,0.5561,18.156,0.0352,310
375,0.4673,-4.5725,0.4929,15.711,0.0019,299
376,0.4724,-3.8889,0.3952,14.961,0.0036,255
377,0.4702,-4.9368,0.516,18.602,0.0073,390
378,0.4941,-3.9486,0.3924,13.938,0.0055,261
379,0.4898,-5.0452,0.5251,18.102,0.0077,255
380,0.4852,-3.7856,0.3898,13.984,0.007,234
381,0.5036,-5.8035,0.5796,17.695,0.0027,292
382,0.4915,-4.0897,0.422,15.102,0.0143,446
383,0.473,-4.1549,0.429,15.883,0.0072,290
384,0.4596,-4.6529,0.4874,16.094,0.0101,332
385,0.4936,-5.1813,0.5324,17.039,0.0275,359
386,0.495,-4.5319,0.4898,16.32,0.0052,408
387,0.4994,-5.0004,0.5184,19.484,0.0154,301
388,0.4634,-4.5169,0.4697,15.023,0.0015,249
389,0.5026,-4.3989,0.4318,14.922,0.0048,335
390,0.4846,-4.7302,0.4791,14.672,0.0208,306
391,0.514,-4.6569,0.4757,15.852,0.0034,253
392,0.4859,-4.5597,0.4994,15.984,0.0094,302
393,0.4887,-4.9609,0.5242,15.672,0.0103,282
394,0.4534,-4.0643,0.4251,14.328,0.0215,360
395,0.4896,-4.0119,0.4079,15.07,0.0099,292
396,0.4664,-6.5802,0.6673,20.477,0.0736,356
397,0.4905,-3.5817,0.3733,17.617,0.0046,357
398,0.4937,-3.4381,0.3476,15.211,0.0664,298
399,0.4834,-4.1315,0.3968,16.078,0.0064,295
400,0.471,-4.7981,0.486,15.758,0.0101,239
401,0.4959,-4.1503,0.4467,19.648,0.0122,307
402,0.4999,-3.9834,0.4141,15.516,0.0057,339
403,0.5227,-4.5005,0.4613,14.711,0.0069,261
404,0.4827,-5.2565,0.551,17.008,0.0028,207
405,0.5095,-4.2393,0.4505,14.906,0.0096,320
406,0.4716,-4.8192,0.507,16.75,0.0047,347
407,0.4684,-3.8259,0.3918,14.867,0.0039,288
408,0.4987,-4.8628,0.5115,16.32,0.052,288
409,0.4899,-5.0956,0.5144,17.234,0.0061,300
410,0.4856,-5.2189,0.5433,18.523,0.0067,358
411,0.4863,-4.4405,0.4565,15.391,0.0021,310
412,0.4838,-3.9033,0.4237,15.211,0.0026,333
413,0.4859,-3.5513,0.3743,13.461,0.0017,302
414,0.4987,-4.1139,0.4178,17.008,0.0044,418
415,0.4954,-4.8209,0.4821,15.266,0.0065,314
416,0.5307,-4.4266,0.4561,15.539,0.0032,263
417,0.4727,-3.1122,0.329,12.16,0.0038,370
418,0.488,-4.3725,0.4607,15.617,0.0029,381
419,0.4771,-6.1874,0.6372,21.812,0.0142,270
420,0.488,-4.5288,0.4772,16.18,0.0051,324
421,0.5002,-3.6704,0.3905,15.719,0.0073,318
422,0.5154,-5.5476,0.5711,20.047,0.0053,344
423,0.5079,-3.857,0.4001,13.039,0.0023,283
424,0.4677,-4.4777,0.4477,17.656,0.0044,303
425,0.484,-4.942,0.4851,15.469,0.0029,319
426,0.4781,-3.9572,0.4008,12.727,0.003,248
427,0.4752,-4.0167,0.4238,16.211,0.007,349
428,0.5144,-5.5822,0.5898,18.344,0.0082,314
429,0.4604,-4.6888,0.4933,17.414,0.0029,307
430,0.5181,-5.1117,0.5299,16.672,0.0079,397
431,0.4851,-5.2496,0.5429,15.984,0.0053,281
432,0.4957,-4.0815,0.4173,13.859,0.0039,262
433,0.492,-6.1346,0.6437,18.734,0.0035,271
434,0.4995,-4.9206,0.4988,18.266,0.0019,300
435,0.5431,-5.12,0.5234,18.289,0.0049,310
436,0.4687,-3.7875,0.3951,13.68,0.0025,352
437,0.518,-6.1761,0.6391,18.609,0.018,445
438,0.4734,-4.3724,0.4401,16.148,0.0167,327
439,0.4797,-4.3367,0.4401,15.469,0.0053,329
440,0.4935,-4.099,0.4297,14.766,0.0015,290
441,0.4897,-5.0503,0.5169,16.039,0.0029,296
442,0.522,-5.0066,0.5338,16.977,0.0056,307
443,0.479,-5.0631,0.5206,16.398,0.0031,232
444,0.4698,-4.5955,0.5011,19.148,0.0079,318
445,0.458,-3.9129,0.3901,14.641,0.0088,281
446,0.4607,-3.1382,0.3297,12.867,0.0069,323
447,0.4777,-5.2065,0.5616,18.859,0.0215,274
448,0.5256,-4.2062,0.4138,14.547,0.0077,276
449,0.4895,-4.0457,0.4364,14.555,0.0018,255
450,0.487,-3.9832,0.4051,15.625,0.0023,277
451,0.5302,-4.4622,0.4529,16.047,0.0272,306
452,0.4712,-3.4282,0.3468,13.555,0.0015,320
453,0.4908,-4.0472,0.4277,14.289,0.0015,244
454,0.4747,-4.0471,0.4188,14.781,0.0031,282
455,0.4878,-4.5935,0.4634,14.836,0.0053,399
456,0.5193,-5.3391,0.5426,16.898,0.0059,300
457,0.469,-4.3108,0.4493,14.328,0.0033,303
458,0.4705,-3.3851,0.3845,16.086,0.0058,303
459,0.5068,-5.7524,0.5982,17.117,0.0065,409
